瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 泅瘤扁拘(hPa),乞闭 傈款樊(1/10)
143,措备,2020-01-01,.2,,3,1024.4,2.6
143,措备,2020-01-02,3.4,,2.8,1021.9,4.1
143,措备,2020-01-03,3.6,,2.5,1019,1.3
143,措备,2020-01-04,2.7,,2.4,1018.4,1.8
143,措备,2020-01-05,2.2,,1,1023.6,2.6
143,措备,2020-01-06,1.4,12,.9,1020.6,9.8
143,措备,2020-01-07,7,27,1.1,1005.3,9.9
143,措备,2020-01-08,7.9,.3,4.4,1006.3,8.1
143,措备,2020-01-09,3.2,,3.5,1015.5,3
143,措备,2020-01-10,2.2,,1.3,1015.8,3.6
143,措备,2020-01-11,3.3,,2.4,1012.2,4
143,措备,2020-01-12,2.7,,3.3,1010.1,2.4
143,措备,2020-01-13,2.1,,3.4,1014.9,4
143,措备,2020-01-14,1.6,,2.9,1018,4.4
143,措备,2020-01-15,.9,,2.7,1020.5,.4
143,措备,2020-01-16,.3,,1.5,1018.9,6.1
143,措备,2020-01-17,1.4,,.9,1015,6
143,措备,2020-01-18,3.1,,1.6,1013.4,6
143,措备,2020-01-19,3.2,,2.2,1012.1,4.6
143,措备,2020-01-20,4.6,,3.3,1014.8,3
143,措备,2020-01-21,1.9,,1.7,1022.7,1.9
143,措备,2020-01-22,2.9,3.5,.8,1018.7,9.9
143,措备,2020-01-23,5,7.5,.8,1016.3,9.6
143,措备,2020-01-24,6.1,,1.9,1022.5,7
143,措备,2020-01-25,7.2,,1.9,1022.6,8.9
143,措备,2020-01-26,6.7,.1,2.3,1019.8,8.9
143,措备,2020-01-27,6.2,19.5,4.1,1011.2,10
143,措备,2020-01-28,7.4,0,1.3,1009.8,9
143,措备,2020-01-29,6.2,.5,1.3,1008.5,9
143,措备,2020-01-30,5.7,0,1.6,1007.7,7.5
143,措备,2020-01-31,4.4,0,1.1,1012.7,6.3
143,措备,2020-02-01,2.9,,2,1017.4,2.4
143,措备,2020-02-02,3.6,,1.2,1017.9,2.6
143,措备,2020-02-03,3.1,,2.9,1018.6,2
143,措备,2020-02-04,1.9,,1.8,1018.9,.8
143,措备,2020-02-05,-1.5,0,4.5,1021.7,1.1
143,措备,2020-02-06,-2.1,,1.8,1025.7,3
143,措备,2020-02-07,1.1,,2.2,1021.1,5.1
143,措备,2020-02-08,2.9,,3.7,1018.8,3.1
143,措备,2020-02-09,1.9,,2.2,1017.8,.4
143,措备,2020-02-10,5.5,,2.1,1016.9,2.4
143,措备,2020-02-11,6.1,,1.2,1021.4,4.8
143,措备,2020-02-12,8.1,6,1.7,1010.8,9.8
143,措备,2020-02-13,10.4,,1.8,1011.4,5.8
143,措备,2020-02-14,10.7,,1.4,1013.6,4.9
143,措备,2020-02-15,12,,2.6,1012.1,6.9
143,措备,2020-02-16,5,4,4.8,1004.3,8.6
143,措备,2020-02-17,-1.6,0,5.7,1009.4,5.4
143,措备,2020-02-18,-.2,,3.5,1019,.3
143,措备,2020-02-19,4.7,,2,1022.4,4.4
143,措备,2020-02-20,6.1,,1.1,1026.2,1.8
143,措备,2020-02-21,8.3,0,1.5,1023.6,6.6
143,措备,2020-02-22,8.2,0,4.7,1017,2.8
143,措备,2020-02-23,4.9,,2.8,1021.6,0
143,措备,2020-02-24,8.1,0,1.1,1017.6,4.8
143,措备,2020-02-25,7,29,2.8,1011,10
143,措备,2020-02-26,8.3,.2,1.9,1015.7,8.6
143,措备,2020-02-27,6.1,0,3.4,1021.8,8.4
143,措备,2020-02-28,4.5,1,1.4,1017.1,8.3
143,措备,2020-02-29,6.3,,1.1,1011.8,5.5
143,措备,2020-03-01,9.4,,1.5,1011.3,7.9
143,措备,2020-03-02,7.1,,3.8,1015.5,2.9
143,措备,2020-03-03,7.7,,2.8,1017.7,6.9
143,措备,2020-03-04,5.9,,4.6,1013.6,5
143,措备,2020-03-05,3.7,,3,1017.4,0
143,措备,2020-03-06,5.4,,1.1,1015.3,2
143,措备,2020-03-07,5.7,2,1.2,1011.9,9
143,措备,2020-03-08,8.3,,2,1012.4,2.5
143,措备,2020-03-09,9.1,3,1.5,1007.9,7.4
143,措备,2020-03-10,9,10,2.9,999.3,8.8
143,措备,2020-03-11,6.4,,4.5,1010.2,0
143,措备,2020-03-12,8.3,,1.7,1015.1,.8
143,措备,2020-03-13,9.4,,2.4,1013,8.3
143,措备,2020-03-14,6.5,,4.6,1008.3,2.3
143,措备,2020-03-15,6.2,,4,1004.3,2.8
143,措备,2020-03-16,6.4,,2.5,1014.2,.1
143,措备,2020-03-17,10.5,,2.6,1008.8,1.8
143,措备,2020-03-18,11.7,,1.4,1007.7,0
143,措备,2020-03-19,10.8,,4.4,1000.6,1.4
143,措备,2020-03-20,12,,3.5,1007,0
143,措备,2020-03-21,15,,1.5,1005.3,2.3
143,措备,2020-03-22,14.1,,2.8,1005.7,2
143,措备,2020-03-23,11.5,,3,1010.2,0
143,措备,2020-03-24,11.2,,1.9,1014.1,.3
143,措备,2020-03-25,13.1,,1.5,1014.4,1.8
143,措备,2020-03-26,13.2,3.5,.7,1010.3,9.5
143,措备,2020-03-27,14.6,6,2.1,1005.3,8.1
143,措备,2020-03-28,8.2,,3.3,1013.6,7.9
143,措备,2020-03-29,8.7,,2.6,1015.3,6.5
143,措备,2020-03-30,11.5,,1.8,1013.9,6.1
143,措备,2020-03-31,12.8,,1.5,1010.3,3.5
143,措备,2020-04-01,13.9,0,2.5,1006.4,5.1
143,措备,2020-04-02,12.6,,2,1014.5,2.5
143,措备,2020-04-03,13.5,,2.2,1013.2,.3
143,措备,2020-04-04,10.8,,2.9,1011.3,0
143,措备,2020-04-05,9.3,,2,1014.6,0
143,措备,2020-04-06,11.3,,1.7,1012.9,3.6
143,措备,2020-04-07,15.3,,3.4,1008.3,1.9
143,措备,2020-04-08,12.2,,3.9,1010.5,0
143,措备,2020-04-09,10.3,,2.8,1015.1,1.6
143,措备,2020-04-10,11,0,2.1,1018.5,8.8
143,措备,2020-04-11,10.6,.1,1.5,1012.8,8.3
143,措备,2020-04-12,9.2,1,2.6,1006.2,8.1
143,措备,2020-04-13,10.2,,2.7,1006.2,5.5
143,措备,2020-04-14,14.6,,2,1009.1,1.4
143,措备,2020-04-15,14.5,,2.5,1007.8,7.5
143,措备,2020-04-16,12.8,,4.1,1012.8,3
143,措备,2020-04-17,10.7,11.5,1.9,1008.1,9.5
143,措备,2020-04-18,14,.3,2.8,1008.9,4.8
143,措备,2020-04-19,11.1,19,2.9,1008.3,9.6
143,措备,2020-04-20,13.6,.5,3.4,1003.6,7.8
143,措备,2020-04-21,11.4,,5.4,1006.9,5.3
143,措备,2020-04-22,8.5,,5.3,1008.7,2.8
143,措备,2020-04-23,9.9,,5.2,1008.7,2.1
143,措备,2020-04-24,11.8,,3.8,1008.3,.4
143,措备,2020-04-25,15.9,,2.5,1004.5,0
143,措备,2020-04-26,13.6,,3.2,1010.3,1.6
143,措备,2020-04-27,12.9,,2.4,1013,3.1
143,措备,2020-04-28,15.2,,2.3,1013.1,0
143,措备,2020-04-29,17.6,,1.6,1012.2,0
143,措备,2020-04-30,18.9,,2,1009.5,0
143,措备,2020-05-01,22.7,,1.8,1006.7,.5
143,措备,2020-05-02,22.7,0,1.9,1005.1,8.4
143,措备,2020-05-03,17.9,5.5,1.5,1001,9.8
143,措备,2020-05-04,21.5,,3.4,1001.3,4.9
143,措备,2020-05-05,16.8,2.5,2.6,1005.6,8.6
143,措备,2020-05-06,17.5,,3.3,1008,2.1
143,措备,2020-05-07,15.8,,3.7,1013.2,5.1
143,措备,2020-05-08,17.6,1.5,2.2,1009.6,6.9
143,措备,2020-05-09,17,16.5,2.3,1000.6,9.6
143,措备,2020-05-10,18.9,,3,999.8,3.9
143,措备,2020-05-11,21.1,,2.5,1000.9,2.6
143,措备,2020-05-12,20.2,,4.1,998.1,1.3
143,措备,2020-05-13,18.6,,3,1008.9,.4
143,措备,2020-05-14,19.9,,1.3,1010.4,6
143,措备,2020-05-15,16.5,5,2.2,1004.6,10
143,措备,2020-05-16,19.3,.1,1.8,1000,9
143,措备,2020-05-17,22,,1.9,999.1,7.8
143,措备,2020-05-18,19.8,3.5,3.1,994.4,9
143,措备,2020-05-19,15.5,3.5,3.4,993.1,5.1
143,措备,2020-05-20,15.6,,2.8,1004.3,4.4
143,措备,2020-05-21,16.2,,2.8,1009.1,6.6
143,措备,2020-05-22,17.1,,3.3,1008.2,5.4
143,措备,2020-05-23,20.1,,1.9,1005.6,1.9
143,措备,2020-05-24,21.6,,2.3,1003.2,7.5
143,措备,2020-05-25,21.4,,2.1,1004.4,8.4
143,措备,2020-05-26,21.6,,1.7,1001.6,7
143,措备,2020-05-27,21.4,,2.6,1001.7,6.5
143,措备,2020-05-28,21,,1.9,1002.6,2.8
143,措备,2020-05-29,21.1,,2.1,1008.4,3.8
143,措备,2020-05-30,21.7,,2.2,1010.8,7.3
143,措备,2020-05-31,22.3,,2,1005.3,6.5
143,措备,2020-06-01,23.6,,3,1002.5,3.9
143,措备,2020-06-02,22.5,,1.4,1001.2,5.9
143,措备,2020-06-03,24.1,,1.7,997.6,5.3
143,措备,2020-06-04,27.7,,2.1,996.9,.8
143,措备,2020-06-05,25.9,,2.7,1000.2,5
143,措备,2020-06-06,21.2,,4.4,1003.7,6.5
143,措备,2020-06-07,23.5,,2.4,1005.6,2.1
143,措备,2020-06-08,26.9,,1.5,1007.9,0
143,措备,2020-06-09,28.7,,1.5,1007.7,.9
143,措备,2020-06-10,28.1,.1,1.8,1002.5,6.5
143,措备,2020-06-11,25.5,29,1.5,997.3,6.4
143,措备,2020-06-12,25.6,51,1.8,998.6,8.6
143,措备,2020-06-13,24.6,10,1.3,998.9,9.5
143,措备,2020-06-14,25.5,36.5,2.5,997.3,8.1
143,措备,2020-06-15,25.9,,2.4,999.7,4.5
143,措备,2020-06-16,24.8,,2,999.7,4.9
143,措备,2020-06-17,23.3,,1.4,999.6,9.1
143,措备,2020-06-18,19.2,7.2,1.4,997.4,10
143,措备,2020-06-19,22,.4,2.1,1000.1,7.3
143,措备,2020-06-20,23.2,,2.8,1004.6,5.5
143,措备,2020-06-21,22.2,,3.4,1002.5,2.1
143,措备,2020-06-22,25.3,,1.7,1002.4,.3
143,措备,2020-06-23,26.3,,1.9,1003.1,4.6
143,措备,2020-06-24,22.2,2.3,2.8,999.7,9.6
143,措备,2020-06-25,23.8,.7,1.1,996.1,9.6
143,措备,2020-06-26,25.5,,2.4,999.9,6.9
143,措备,2020-06-27,26.1,,1.3,998.6,7.5
143,措备,2020-06-28,26.1,,2.2,997.8,1.8
143,措备,2020-06-29,22.1,42.2,3.1,997,8.3
143,措备,2020-06-30,23.5,5.9,3.2,985.6,8.9
143,措备,2020-07-01,22.2,.4,2.2,998.1,8.4
143,措备,2020-07-02,23.6,,1.8,1005.1,6.4
143,措备,2020-07-03,20.7,5.9,2.7,1005,9.6
143,措备,2020-07-04,21.2,0,1.4,1001.1,8.9
143,措备,2020-07-05,23.7,,.9,998.4,7.6
143,措备,2020-07-06,24.1,,1.3,995.4,8.9
143,措备,2020-07-07,26.5,0,1.8,997,6.3
143,措备,2020-07-08,26.2,,2.2,998.3,5.5
143,措备,2020-07-09,24.4,0,3.6,999,5.8
143,措备,2020-07-10,24,26.2,2.2,995.7,8.8
143,措备,2020-07-11,25.5,,2.3,1000.5,8.6
143,措备,2020-07-12,20.4,27.8,3.4,1004.9,9.9
143,措备,2020-07-13,19.2,54.5,4.1,997.6,10
143,措备,2020-07-14,19.6,.8,2.4,997,10
143,措备,2020-07-15,19.2,2.4,2.6,1000.1,9.3
143,措备,2020-07-16,22.2,,2.1,1001.1,3.6
143,措备,2020-07-17,22.7,,2.9,1003,1.1
143,措备,2020-07-18,22.4,,2.4,1004,6.4
143,措备,2020-07-19,24.3,0,2.9,1001.8,9.4
143,措备,2020-07-20,29.1,.9,2.3,1000.3,8.9
143,措备,2020-07-21,26.9,5.9,1.6,1005.1,6.9
143,措备,2020-07-22,22.5,45.6,.9,1004.2,10
143,措备,2020-07-23,21.7,63.1,3.5,1000.8,9.8
143,措备,2020-07-24,21.3,11.5,2.8,992,9.5
143,措备,2020-07-25,21.9,13.7,1.2,996.1,10
143,措备,2020-07-26,25,0,1.7,1001.1,8.6
143,措备,2020-07-27,22.6,16.9,2.9,1002.8,9.8
143,措备,2020-07-28,22.3,14.6,2.7,1004.8,10
143,措备,2020-07-29,23.1,3.9,2,1007.1,9.6
143,措备,2020-07-30,23.1,36,1,1008.2,8.6
143,措备,2020-07-31,26.1,.4,1.2,1007.6,8.9
143,措备,2020-08-01,27.7,.1,1.1,1005.3,8.4
143,措备,2020-08-02,28.6,,1.3,1003.4,8.4
143,措备,2020-08-03,29.1,,1.6,1003.5,8.1
143,措备,2020-08-04,29.3,,1.6,1006.1,6.5
143,措备,2020-08-05,28.9,0,1.7,1006.7,9.4
143,措备,2020-08-06,28.5,9.9,2,1001.3,8.6
143,措备,2020-08-07,24.6,84.7,1,1000.8,9.8
143,措备,2020-08-08,23.7,168.2,1,998.3,9.6
143,措备,2020-08-09,28.3,.5,1.9,999.2,7.4
143,措备,2020-08-10,26.1,18.1,1.7,998.6,9.6
143,措备,2020-08-11,27.6,4.8,1.2,1003.9,7.1
143,措备,2020-08-12,28.7,,1.1,1006.5,7.6
143,措备,2020-08-13,30.3,,1.7,1004,4.8
143,措备,2020-08-14,31.2,,2.3,1000.6,4.4
143,措备,2020-08-15,31.4,,2.1,1002.5,4.9
143,措备,2020-08-16,30.4,,1.5,1004.6,3.6
143,措备,2020-08-17,29.6,,1.7,1007,4.6
143,措备,2020-08-18,30,,1.5,1006,1.6
143,措备,2020-08-19,30.5,,2.1,1004.2,.3
143,措备,2020-08-20,29.6,,1.7,1005.6,.9
143,措备,2020-08-21,27.2,,2.9,1008,5.1
143,措备,2020-08-22,26.9,,3,1006.4,8.1
143,措备,2020-08-23,28.2,0,1.5,1002,6.8
143,措备,2020-08-24,28.5,,1.6,999.6,2.4
143,措备,2020-08-25,29.9,,1.6,999.4,2
143,措备,2020-08-26,29.4,,4,997.7,7.5
143,措备,2020-08-27,28.4,7.1,2.8,998.3,8.9
143,措备,2020-08-28,28.8,0,1.7,1001.7,8.4
143,措备,2020-08-29,29.8,.5,1.4,1003.5,7.5
143,措备,2020-08-30,28.6,28.8,2,1004.9,7.3
143,措备,2020-08-31,25.4,,3.1,1007.2,7.6
143,措备,2020-09-01,25.6,0,2.5,1003.7,9.4
143,措备,2020-09-02,26.1,44.7,3.4,993.8,10
143,措备,2020-09-03,27,44.8,5.6,989.5,4.8
143,措备,2020-09-04,24.1,,1.3,1006.9,1.9
143,措备,2020-09-05,19.9,4,1.9,1008.1,9.6
143,措备,2020-09-06,19.5,18.3,1.3,1000.9,10
143,措备,2020-09-07,23.4,34.4,4.3,983.8,8.3
143,措备,2020-09-08,25.4,0,2.8,1004.2,2.9
143,措备,2020-09-09,23.9,1.2,1.6,1004.3,4.9
143,措备,2020-09-10,23.3,1.6,1.2,1003.3,7.9
143,措备,2020-09-11,21.7,3.3,2.4,1007.7,9.9
143,措备,2020-09-12,19.9,3.8,1.3,1008.2,9.8
143,措备,2020-09-13,20.9,,1.7,1009,7.9
143,措备,2020-09-14,22.5,,1.6,1008,6.4
143,措备,2020-09-15,22.9,,1.7,1006.8,6.3
143,措备,2020-09-16,21.7,1.3,1.4,1004.1,9
143,措备,2020-09-17,21.5,1.7,.9,1004.1,9.3
143,措备,2020-09-18,20.5,1.9,1.6,1007.3,6.6
143,措备,2020-09-19,20.5,,1.7,1009.6,3.4
143,措备,2020-09-20,19.7,,2.2,1010.4,.1
143,措备,2020-09-21,18,,1.7,1012.1,3.3
143,措备,2020-09-22,17.5,,2.1,1012.3,5.8
143,措备,2020-09-23,18.7,,2,1011,8.5
143,措备,2020-09-24,19.6,0,2,1008,5.9
143,措备,2020-09-25,19.7,,1.5,1005.6,5.1
143,措备,2020-09-26,19.4,0,1.5,1009,5.8
143,措备,2020-09-27,18.8,,1.9,1012.3,4.4
143,措备,2020-09-28,17.6,,2,1010.9,1.9
143,措备,2020-09-29,18.3,,1.2,1005.1,4.6
143,措备,2020-09-30,18.6,,1.8,1004.5,4.4
143,措备,2020-10-01,18.4,,2,1008,3.8
143,措备,2020-10-02,20.7,,1.4,1008.9,4.8
143,措备,2020-10-03,21.5,1,1.1,1008.5,7.8
143,措备,2020-10-04,20.3,.1,2,1005.2,9.5
143,措备,2020-10-05,15.8,,3.9,1010.8,3.5
143,措备,2020-10-06,16.2,,1.7,1015.1,2.9
143,措备,2020-10-07,17.1,,2.7,1018.7,6.5
143,措备,2020-10-08,18.3,,4.2,1019.4,3.9
143,措备,2020-10-09,18.6,,3.8,1016.2,6.5
143,措备,2020-10-10,18.1,,2,1012.7,7.3
143,措备,2020-10-11,16.5,,1.1,1009.9,5.5
143,措备,2020-10-12,17.5,,1.6,1008.3,4.3
143,措备,2020-10-13,16,,2.5,1013.4,3.8
143,措备,2020-10-14,13.7,,1.6,1017.5,4.4
143,措备,2020-10-15,14.5,,1.7,1018,4
143,措备,2020-10-16,13.4,,.9,1016.9,8
143,措备,2020-10-17,14.5,,1.4,1016.2,0
143,措备,2020-10-18,14.1,,1.4,1016.8,2
143,措备,2020-10-19,14.2,,1.2,1018.1,2.8
143,措备,2020-10-20,14.7,,1.7,1019.5,.1
143,措备,2020-10-21,13.7,12,1,1013.6,8.8
143,措备,2020-10-22,15,,2.2,1006.3,7.9
143,措备,2020-10-23,11.7,,4,1007,.3
143,措备,2020-10-24,11.3,,3.9,1011,0
143,措备,2020-10-25,14,,2.5,1012.8,3.5
143,措备,2020-10-26,13.4,,1.1,1013,1.6
143,措备,2020-10-27,13.4,,.9,1014.3,1.9
143,措备,2020-10-28,16.1,,2.2,1015.1,5.8
143,措备,2020-10-29,12,,1.2,1016.5,3.1
143,措备,2020-10-30,11.7,,1.9,1019,2.3
143,措备,2020-10-31,11.4,,1.1,1019.2,3.6
143,措备,2020-11-01,12.1,3.1,.8,1014.8,10
143,措备,2020-11-02,13,,1.6,1013.3,5.1
143,措备,2020-11-03,7.5,,4,1013.7,1.5
143,措备,2020-11-04,6.7,,3.1,1018,0
143,措备,2020-11-05,8.7,,.9,1020.7,4
143,措备,2020-11-06,12.1,,.8,1015.7,8.6
143,措备,2020-11-07,14.4,,1.9,1011.2,1.1
143,措备,2020-11-08,11.2,,3,1014.2,.5
143,措备,2020-11-09,8.2,,3.3,1018.3,2.1
143,措备,2020-11-10,9.4,,1.8,1021,.6
143,措备,2020-11-11,8.2,,1.1,1025.5,0
143,措备,2020-11-12,9.4,,1.1,1023.7,0
143,措备,2020-11-13,10.9,,1.1,1021.4,0
143,措备,2020-11-14,11.3,,1.8,1023.4,1.6
143,措备,2020-11-15,10.9,,1,1020.6,2
143,措备,2020-11-16,12.3,,1.7,1019.8,2.5
143,措备,2020-11-17,14.7,.4,1.1,1018.7,6.9
143,措备,2020-11-18,18.9,0,2.1,1012.3,8
143,措备,2020-11-19,19.4,19,3,1002.2,8.1
143,措备,2020-11-20,9.4,,4.1,1010.3,3.9
143,措备,2020-11-21,7.1,,1.6,1017.7,6.4
143,措备,2020-11-22,9.2,1.4,2.7,1014.5,8.4
143,措备,2020-11-23,5.9,,3,1019.7,.4
143,措备,2020-11-24,5.6,,1.2,1020.6,4.9
143,措备,2020-11-25,7.2,,2.4,1019.4,2.4
143,措备,2020-11-26,8.8,,1.8,1019.2,7
143,措备,2020-11-27,8.2,0,3.6,1017.3,5.9
143,措备,2020-11-28,3.6,,3.1,1020.5,4.6
143,措备,2020-11-29,3.8,,3.2,1021.9,1.8
143,措备,2020-11-30,3.8,,3.1,1026.6,0
143,措备,2020-12-01,3,,1.6,1027.2,2.8
143,措备,2020-12-02,4.1,,1.3,1022.4,3.3
143,措备,2020-12-03,4.6,,3.2,1021.4,4.6
143,措备,2020-12-04,2.7,,2.9,1022.3,1.4
143,措备,2020-12-05,3.3,,2.2,1022.6,2.3
143,措备,2020-12-06,4.1,,1.5,1021.2,0
143,措备,2020-12-07,4.5,,2,1020.3,2.6
143,措备,2020-12-08,2.5,,2.5,1021.1,1
143,措备,2020-12-09,1.9,,1.2,1019.2,1.3
143,措备,2020-12-10,5.9,,1.2,1015.5,6.4
143,措备,2020-12-11,6.8,,1.2,1012.6,7.8
143,措备,2020-12-12,5.8,,3,1011.3,3
143,措备,2020-12-13,2.5,0,2.4,1011.3,6.5
143,措备,2020-12-14,-3.2,,4.4,1019.7,2.1
143,措备,2020-12-15,-4.4,,4.4,1022.6,0
143,措备,2020-12-16,-3.6,,4.5,1022.5,0
143,措备,2020-12-17,-1.9,,3.2,1023.1,0
143,措备,2020-12-18,.5,,2.5,1020.5,5.6
143,措备,2020-12-19,-1.4,,3.7,1024.4,2.9
143,措备,2020-12-20,-.2,,2.7,1024.7,3.3
143,措备,2020-12-21,.5,,1.9,1022.1,2.3
143,措备,2020-12-22,1.8,,1.6,1019.6,.5
143,措备,2020-12-23,2,,1,1016.9,4.6
143,措备,2020-12-24,4.5,,2.9,1010.3,3.4
143,措备,2020-12-25,1.4,,3.7,1016.2,.1
143,措备,2020-12-26,1.7,,.8,1018.9,6.4
143,措备,2020-12-27,2.4,1.3,1,1016.2,8.5
143,措备,2020-12-28,3.8,,.8,1017,4.6
143,措备,2020-12-29,3.2,1.3,2.1,1012.3,6.9
143,措备,2020-12-30,-5.6,.2,6.2,1012.8,3
143,措备,2020-12-31,-5.1,,3.8,1018.2,1.3
143,措备,2021-01-01,-1.8,0,1.9,1018.9,4.5
143,措备,2021-01-02,-.9,0,3.1,1020.9,2
143,措备,2021-01-03,-1.3,,4,1025.8,5.9
143,措备,2021-01-04,-.3,,1.4,1023.9,2.5
143,措备,2021-01-05,-1.1,,3.2,1020.5,4.4
143,措备,2021-01-06,-4,,2.7,1016.7,2.4
143,措备,2021-01-07,-8.7,.2,5.3,1016.4,1.8
143,措备,2021-01-08,-10.4,,4.6,1016.8,0
143,措备,2021-01-09,-8,,4.2,1016.8,.5
143,措备,2021-01-10,-4.7,,2.3,1020.2,.5
